Artist,Title,Label,Peak,Weeks
Klaus & Klaus,Die Friesische Nacht,Polydor,89,1
Klaus Doldinger,Das Boot,WEA,68,1
Klaus Lage,Die Liebe bleibt,Musikant,58,1
Klaus Lage & Members,Sooo lacht nur sie (die Malerin),Musikant,91,1
Klaus Lage Band,1000 und 1 Nacht (Zoom!),Musikant,70,1
Klaus Lage Band,Eifersucht (ist Marterpfahl),Musikant,71,1
Klaus Lage Band,Faust auf Faust (Schimanski),Musikant,52,1
Klaus Lage Band,Monopoli,Musikant,59,1
Klaus Lage Band,Nie wieder Kind,Musikant,64,1
Klaus Lage Band,Stille Wasser,Musikant,70,1
Klaus Lage Band,Wieder zuhaus,Musikant,59,1
Klaus Lage und Members,Zurück zu dir,Musikant,71,1
Komtur,Hans von Stoffeln (Mein Schloss ist fertig),EMI,99,1
Kon Kan,I Beg Your Pardon,Atlantic,20,1
Kool & The Gang,Big Fun,DeLite,60,1
Kool & The Gang,Celebration,DeLite,27,1
Kool & The Gang,Celebration (The 1988 Remix),Metronome,47,1
Kool & The Gang,Cherish,DeLite,28,1
Kool & The Gang,Emergency,DeLite,64,1
Kool & The Gang,Fresh,DeLite,55,1
Kool & The Gang,Get Down On It,DeLite,43,1
Kool & The Gang,Hangin' Out,DeLite,72,1
Kool & The Gang,Holiday,Metronome,33,1
Kool & The Gang,Joanna,DeLite,28,1
Kool & The Gang,Ladies' Night,DeLite,73,1
Kool & The Gang,Misled,DeLite,55,1
Kool & The Gang,"Ooh La, La, La (Let's Go Dancing)",DeLite,49,1
Kool & The Gang,Rags To Riches,Metronome,37,1
Kool & The Gang,Raindrops,Metronome,42,1
Kool & The Gang,Stone Love,Metronome,22,1
Kool & The Gang,Strong,Metronome,66,1
Kool & The Gang,Take It To The Top,DeLite,68,1
Kool & The Gang,Take My Heart,DeLite,39,1
Kool & The Gang,Victory,Metronome,34,1
Koreana,Hand In Hand,Polydor-DGG,34,1
Koto,Jabdah,Memix,36,1
Kraftwerk,Das Model,Kling Klang,22,1
Kraftwerk,Musique Non Stop,Electrola,63,1
Kraftwerk,Taschenrechner,Kling Klang,68,1
Kraftwerk,Tour de France,EMI,68,1
Kristiana Levy,Mr. Good Guy,EMI,60,1
Krush,House Arrest,Mercury-Phonogram,44,1
Kurtis Blow,The Breaks,Mercury,60,1
Kylie & Jason,Especially For You,PWL,23,1
Kylie Minogue,Got To Be Certain,PWL,69,1
Kylie Minogue,Hand On Your Heart,PWL,32,1
Kylie Minogue,I Should Be So Lucky,PWL,51,1
Kylie Minogue,Je ne sais pas pourquoi,PWL,29,1
Kylie Minogue,Never Too Late,PWL,90,1
Kylie Minogue,Tears On My Pillow,PWL,53,1
Kylie Minogue,The Loco-Motion,PWL,36,1
Kylie Minogue,Wouldn't Change A Thing,PWL,100,1
Kym Mazelle,Got To Get You Back,Syncopate,65,1
L-Vira,Talkin' 'Bout Rambo,Polydor,56,1
L.L. Cool J,I Need Love,DefJam,53,1
La Toya Jackson,If You Feel The Funk,Polydor,42,1
Lady Lily,Non è vero,Papagayo,34,1
Lady Lily,Patrik Pacard,Papagayo,50,1
Laid Back,Bakerman,Ariola,95,1
Laid Back,High Society Girl,Metronome,40,1
Laid Back,Sunshine Reggae,Metronome,16,1
Lani Hall,Never Say Never Again,A&M,71,1
Laura Branigan,Self Control,Atlantic,37,1
Laura Branigan,Shattered Glass,Atlantic,44,1
Laura Branigan,Spanish Eddie,Atlantic,53,1
Laura Branigan,The Lucky One (Like A Wild Bird Of Pray),Atlantic,37,1
Le Angeli,"Easy Lovin', Easy Livin'",CBS,68,1
Le Angeli,Hello Mr. Businessman,CBS,72,1
LeVert,Casanova,Atlantic,58,1
Lee Majors,Unknown Stuntman,Scotti Bros.,26,1
Lee Marrow,Sayonara (Don't Stop...),Chic,39,1
Lee Marrow,Shanghai,Chic,38,1
Leif Garrett,Uptown Girl,Scotti Bros.,74,1
Leinemann,Mein Tuut Tuut,Mercury,44,1
Leinemann,Volldampf-Radio,Telefunken,31,1
Lena Valaitis,Johnny Blue,Ariola,41,1
Leo Sayer,More Than I Can Say,Chrysalis,37,1
Leon Haywood,Don't Push It Don't Force It,20th Century,60,1
Les Immer Essen,Hand-Take,EMI,64,1
Les McKeown,It's A Game,Hansa,43,1
Les McKeown,Love Hurts And Love Heals,Hansa,47,1
Les McKeown,Love Is Just A Breath Away,Hansa,55,1
Les McKeown,She's A Lady,Hansa,51,1
Level 42,Heaven In My Hands,Polydor-DGG,24,1
Level 42,Lessons In Love,Polydor-DG,56,1
Level 42,Running In The Family,Polydor-DG,59,1
Level 42,To Be With You Again,Polydor-DGG,39,1
Lewis Collins,Take It Out On Time,Ultraphone,52,1
Lian Ross,Fantasy,Zyx,39,1
Lian Ross,It's Up To You,Idee,68,1
Lil Louis,French Kiss,FFRR-Metronome,94,1
Limahl,Inside To Outside,EMI,59,1
Limahl,Love In Your Eyes,EMI,40,1
Limahl,Only For Love,EMI,68,1
Limahl,Tar Beach,EMI,33,1
Limahl,The Never Ending Story,EMI,35,1
Limahl,Too Much Trouble,EMI,70,1
Lime,Angel Eyes,Polydor,59,1
Lime,Your Love,Polydor,71,1
Linda Ronstadt feat. Aaron Neville,Don't Know Much,Elektra,82,1
Lindsey Buckingham,Trouble,Mercury,57,1
Lio,Amicalement vôtre,Ariola,72,1
Lio,Amoureux solitaires,Ariola,25,1
Lionel Richie,All Night Long (All Night),Motown,11,1
Lionel Richie,Ballerina Girl,Motown,73,1
Lionel Richie,Dancing On The Ceiling,Motown,39,1
Lionel Richie,Hello,Motown,66,1
Lionel Richie,Penny Lover,Motown,48,1
Lionel Richie,Running With The Night,Motown,40,1
Lionel Richie,"Say You, Say Me",Motown,69,1
Lionel Richie,Se La,Motown,49,1
Lionel Richie,Stuck On You,Motown,60,1
"Lipps, Inc.",Funkytown,Casablanca,45,1
"Lipps, Inc.",How Long,Casablanca,37,1
Lisa Marie with Malcolm McLaren And The Bootzilla Orchestra,Something's Jumpin' In Your Shirt,Epic,92,1
Lisa Stansfield,All Around The World,Arista,81,1
Lisa Stansfield,Live Together,Arista,56,1
Lisa Stansfield,This Is The Right Time,Arista,82,1
Little Steven,Bitter Fruit,Manhattan,69,1
Living In A Box,Blow The House Down,Chrysalis,41,1
Living In A Box,Living In A Box,Chrysalis,16,1
Living In A Box,Scales Of Justice,Chrysalis,40,1
Liza Minnelli,Losing My Mind,Epic,89,1
Liza Minnelli,Love Pains,Epic,99,1
Lobo [NL],Caribbean Disco Show,Mercury,40,1
London Boys,London Nights,Teldec,34,1
London Boys,Requiem,Teldec,68,1
Loretta Goggi,Il mio prossimo amore,WEA,57,1
Loretta Goggi,Maledetta primavera,WEA,32,1
"Lory ""Bonnie"" Bianco",A Cry In The Night,WEA,44,1
Los Lobos,La Bamba,Metronome,73,1
Lou And The Hollywood Bananas,"Kingston, Kingston",Hansa Int.,6,17
Lou Gramm,Midnight Blue,Atlantic,60,1
Louis Armstrong,What A Wonderful World,A&M-Polydor,8,10
Louise Tucker,Midnight Blue,Ariola,72,1
Luv',Ann-Maria,Carrère,49,1
Luv',My Number One,Carrère,63,1
Luv',One More Little Kissy,Carrère,75,1
Luv',"Ooh, Yes I Do",Carrère,44,1
M.C. Miker 'G' & Deejay Sven,Celebration Rap,Rush,39,1
M.C. Miker 'G' & Deejay Sven,Holiday Rap,Rush,37,1
M.C. Sar & The Real McCoy,Pump Up The Jam Rap,Zyx,100,1
MC B. feat. Daisy Dee,This Beat Is Technotronic,Dance Street,78,1
Mac Band feat. The McCampbell Brothers,Roses Are Red,MCA,37,1
Madness,Our House,Stiff,63,1
Madness,Tomorrow's (Just Another Day),Stiff,49,1
Madonna,Angel,Sire,43,1
Madonna,Causing A Commotion,Sire,66,1
Madonna,Cherish,Sire,94,1
Madonna,Crazy For You,Geffen,47,1
Madonna,Dear Jessie,Sire,59,1
Madonna,Dress You Up,Sire,53,1
Madonna,Express Yourself,Sire,47,1
Madonna,Gambler,Geffen,39,1
Madonna,Holiday,Sire,36,1
Madonna,Into The Groove,Sire,50,1
Madonna,La isla bonita,Sire,10,1
Madonna,Like A Prayer,Sire,27,1
Madonna,Like A Virgin,Sire,26,1
Madonna,Live To Tell,Sire,22,1
Madonna,Material Girl,Sire,29,1
Madonna,Open Your Heart,Sire,37,1
Madonna,Papa Don't Preach,Sire,35,1
Madonna,The Look Of Love,Sire,38,1
Madonna,True Blue,Sire,52,1
Madonna,Who's That Girl,Sire,31,1
Mai Tai,History,CNR,36,1
Malcolm McLaren,Double Dutch,Charisma,40,1
Malcolm McLaren,Madam Butterfly,Virgin,65,1
Malcolm McLaren And The Bootzilla Orchestra,Waltz Darling,Epic,41,1
Malcolm McLaren And The World Famous Supreme Team,Buffalo Gals,Charisma,33,1
Mandy,Boys And Girls,PWL,27,1
Mandy,I Just Can't Wait,PWL,36,1
Mandy,Positive Reaction,PWL,56,1
Mandy,Victim Of Pleasure,PWL,50,1
Mandy Winter,He's A Man,Mercury-Phonogram,46,1
Mandy Winter,Julian,EMI,57,1
Mandy Winter,The Age Of Romance,Mercury-Phonogram,65,1
Mandy Winter,Two Lovers,EMI,74,1
Manfred Mann's Earth Band,I (Who Have Nothing),Bronze,72,1
Mantronix feat. Wondress,Got To Have Your Love,Capitol,83,1
Manuel & Pony,Das Lied von Manuel,Polydor,5,20
Marc Almond,A Lover Spurned,Parlophone,67,1
Marc Almond,Only The Moment,Parlophone,60,1
Marc Almond,Tears Run Rings,Parlophone,53,1
Marc Almond feat. Gene Pitney,Something's Gotten Hold Of My Heart,Parlophone,71,1
Marco Bakker,Sharazan,EMI,65,1
Maria Vidal,Body Rock,EMI,31,1
Marianne Faithfull,Broken English,Island,45,1
Marianne Faithfull,The Ballad Of Lucy Jordan,Island,68,1
Marianne Rosenberg,I Need Your Love Tonight,Hansa,70,1
Marianne Rosenberg,Ich denk an dich,Ariola,79,1
Marianne Rosenberg,Ich hab' auf Liebe gesetzt,Philips,33,1
Marianne Rosenberg,Ich sah deine Tränen,RCA,66,1
Marianne Rosenberg,Ruf' an!,Philips,55,1
Marietta,Fire And Ice,CBS,45,1
Marillion,Heart Of Lothian,EMI,55,1
Marillion,Hooks In You,EMI,99,1
Marillion,Incommunicado,EMI,27,1
Marillion,Kayleigh,EMI,42,1
Marillion,Lavender,EMI,72,1
Marillion,Sugar Mice,EMI,59,1
Marius Müller-Westernhagen,Hier in der Kneipe fühl' ich mich frei,Warner Bros.,45,1
Mark Sigl,You Are My Favourite Girl,Teldec,100,1
Markus,Ich will Spaß,CBS,22,1
Markus,Kleine Taschenlampe brenn',CBS,27,1
Markus,Schön sind wir sowieso,CBS,51,1
Marlene Ricci,Tonight,Ariola,69,1
Marti Webb,Take That Look Off Your Face,Polydor,43,1
Marti Webb,Your Ears Should Be Burning Now,Polydor,35,1
Martika,I Feel The Earth Move,CBS,80,1
Martika,Toy Soldiers,CBS,49,1
Martin Mann,Memories,Telefunken,69,1
Martinelli,Cenerentola (Cinderella),Chic,34,1
Marvin Gaye,I Heard It Through The Grapevine,Tamla Motown,51,1
Marvin Gaye,Sexual Healing,CBS,61,1
Mary Roos,Aufrecht geh'n,Hansa,68,1
Mary Roos,Ich werde geh'n heute nacht,Hansa,25,10
Mary Roos und David Hanselmann,Lady,Hansa,68,1
Masquerade,Everyday Loser,Metronome,59,1
Masquerade,Guardian Angel,Metronome,10,1
Massara,Margherita,Ariola,71,1
Matchbox,Babe's In The Wood,Magnet,73,1
Matchbox,Buzz Buzz A Diddle It,Magnet,52,1
Matchbox,Love's Made A Fool Of You,Magnet,75,1
Matchbox,Midnite Dynamos,Magnet,23,1
Matchbox,Over The Rainbow / You Belong To Me,Magnet,42,1
Matchbox,Rockabilly Rebel,Magnet,25,1
Matchbox,When You Ask About Love,Magnet,35,1
Matchbox feat. Kirsty MacColl,I Want Out,Magnet,58,1
Matia Bazar,Ti sento,Blow Up,28,1
Matt Bianco,Get Out Of Your Lazy Bed,WEA,66,1
Matt Bianco,Half A Minute,WEA,39,1
Matt Bianco,Just Can't Stand It,WEA,40,1
Matt Bianco,More Than I Can Bear,WEA,60,1
Matt Bianco,Yeh Yeh,WEA,74,1
Matthew Wilder,Break My Stride,Epic,59,1
Matthew Wilder,The Kid's American,Epic,53,1
Max Werner,Like An Autumn-Leaf,CNR,75,1
Max Werner,Rain In May,CNR,13,1
Max Werner,Roadrunner,WEA,43,1
Max-Him,Japanese Girl,Zyx,45,1
Max-Him,Lady Fantasy,Zyx,57,1
Maxi & Chris Garden,Frieden für die Teddybären,Jupiter-DGG,69,1
Maxi & Chris Garden,Lied für einen Freund,Jupiter-DGG,30,1
Maywood,Distant Love,CNR,45,1
Maywood,Give Me Back My Love,CNR,58,1
Maywood,Late At Night,CNR,66,1
Maywood,Rio,CNR,67,1
Meat Loaf,Modern Girl,Arista,47,1
Mecano,Hijo de la luna,RCA,87,1
Mel & Kim,F.L.M.,Blow Up,28,1
Mel & Kim,Respectable,Blow Up,54,1
Mel & Kim,Showing Out,Blow Up,20,1
Mel & Kim,That's The Way It Is,Blow Up,34,1
Mel Brooks,To Be Or Not To Be (The Hitler Rap),Island Import,52,1
Melba Moore,Love's Comin' At Ya,EMI,64,1
Melissa,We All Live Together - So Bad,EMI,73,1
Men At Work,Down Under,CBS,73,1
Men At Work,It's A Mistake,CBS,43,1
Men At Work,Overkill,CBS,66,1
Men At Work,Who Can It Be Now?,CBS,74,1
Men Without Hats,The Safety Dance,Virgin,18,1
Mental As Anything,Live It Up,Epic,54,1
Mezzoforte,Garden Party,Polydor,75,1
Miami Sound Machine,Bad Boy,Epic,64,1
Miami Sound Machine,Dr. Beat,Epic,56,1
Mica Paris,My One Temptation,Island,49,1
Michael Bolton,How Am I Supposed To Live Without You,CBS,98,1
Michael Damian,Rock On,Cypress,46,1
Michael Holm,El Lute,Ariola,11,12
Michael Holm,Kind,RCA,69,1
Michael Holm,Leb wohl,RCA,54,1
Michael Holm,So weit die Füße tragen,RCA,59,1
Michael Jackson,Another Part Of Me,Epic,60,1
Michael Jackson,Bad,Epic,15,1
Michael Jackson,Beat It,Epic,26,1
Michael Jackson,Billie Jean,Epic,52,1
Michael Jackson,Dirty Diana,Epic,34,1
Michael Jackson,Don't Stop 'Til You Get Enough,Epic,13,10
Michael Jackson,Farewell My Summer Love,Motown,51,1
Michael Jackson,Human Nature,Epic,75,1
Michael Jackson,I Just Can't Stop Loving You,Epic,75,1
Michael Jackson,Leave Me Alone,Epic,48,1
Michael Jackson,Liberian Girl,Epic,61,1
Michael Jackson,Man In The Mirror,Epic,40,1
Michael Jackson,P.Y.T. (Pretty Young Thing),Epic,51,1
Michael Jackson,Rock With You,Epic,60,1
Michael Jackson,Smooth Criminal,Epic,70,1
Michael Jackson,The Way You Make Me Feel,Epic,54,1
Michael Jackson,Thriller,Epic,28,1
Michael Jackson,Wanna Be Startin' Somethin',Epic,44,1
Michael Jackson / Paul McCartney,The Girl Is Mine,Epic,53,1
Michael Schanze und die Fußball-Nationalmannschaft WM '82,Olé España,Ariola,19,1
Michael Sembello,Automatic Man,Warner Bros.,69,1
Michael Sembello,Maniac,Casablanca,36,1
Michael Stein,Adios Marlena,Akropolis,49,1
Michael Stein,Die Sonne scheint für mich nicht mehr,Ariola,75,1
Michael Stein,Du gehörst zu ihm,Ariola,74,1
Michael Stein,Ich hab' dich lieb,EMI,74,1
Michael Stein,Sandy Goodbye,EMI,54,1
Mick Jagger,Hard Woman,CBS,57,1
Mick Jagger,Just Another Night,CBS,47,1
Mick Jagger,Let's Work,CBS,39,1
Mick Jagger,Lucky In Love,CBS,51,1
Midge Ure,If I Was,Chrysalis,68,1
Midge Ure,That Certain Smile,Chrysalis,73,1
Midnight Oil,Blue Sky Mine,CBS,92,1
Midnight Star,Operator,TSR,36,1
Midnight Star,Snake In The Grass,Solar,45,1
Midnight Star feat. Ecstacy Of Whodini,Don't Rock The Boat,Solar,40,1
Mike & The Mechanics,All I Need Is A Miracle,WEA,43,1
Mike & The Mechanics,Silent Running (On Dangerous Ground),WEA,28,1
Mike + The Mechanics,The Living Years,WEA,23,1
Mike Anthony,Why Can't We Live Together,Metronome,51,1
Mike Batt,Lady Of The Dawn,Epic,23,1
Mike Batt,Love Makes You Crazy,Epic,66,1
Mike Batt,Mona,Epic,75,1
Mike Batt,The Walls Of The World,Epic,73,1
Mike Batt,The Winds Of Change,Epic,62,1
Mike Krüger,120 Schweine nach Beirut,EMI,72,1
Mike Krüger,Bodo mit dem Bagger,EMI,35,1
Mike Krüger,Der Gnubbel,EMI,55,1
Mike Krüger,Der Nippel,EMI,48,1
Mike Krüger,JR's Bruder,EMI,43,1
Mike Krüger,Jenseits vom Tresen,EMI,64,1
Mike Mareen,Agent Of Liberty,Night'n Day,37,1
Mike Mareen,Love Spy,Night'n Day,34,1
Mike Oldfield,Crime Of Passion,Virgin,53,1
Mike Oldfield,Five Miles Out,Virgin,62,1
Mike Oldfield,Innocent,Virgin,57,1
Mike Oldfield,Moonlight Shadow,Virgin,43,1
Mike Oldfield,Pictures In The Dark,Virgin,67,1
Mike Oldfield,Tricks Of The Light,Virgin,52,1
Mike Oldfield & Maggie Reilly,To France,Virgin,63,1
Mike Oldfield and Roger Chapman,Shadow On The Wall,Virgin,58,1
Mike Oldfield feat. Bonnie Tyler,Islands,Virgin,50,1
Mike Oldfield with Jon Anderson,Shine,Virgin,38,1
Miko Mission,The World Is You,Zyx,65,1
Milli Vanilli,All Or Nothing,Hansa,66,1
Milli Vanilli,Baby Don't Forget My Number,Hansa,23,1
Milli Vanilli,Blame It On The Rain,Hansa,64,1
Milli Vanilli,Girl I'm Gonna Miss You,Hansa,89,1
Milli Vanilli,Girl You Know It's True,Hansa,69,1
Milva,Du hast es gut,Metronome,41,1
Mini Pigs,Die Kuh,Intercord,24,1
Mink DeVille,Each Word's A Beat Of My Heart,Atlantic,50,1
Miquel Brown,"So Many Men, So Little Time",Carrère,53,1
Mirage,Jack Mix # 2,BCM,29,1
Mirage,Serious Mix,BCM,34,1
Mireille Mathieu,Nur für dich,Ariola,49,1
Mireille Mathieu & Patrick Duffy,Together We're Strong,Ariola,59,1
Mireille Mathieu & Peter Alexander,Good-Bye My Love (Verzeih My Love),Ariola,61,1
Mixed Emotions,Bring Back (Sha na na),Electrola,56,1
Mixed Emotions,I Never Give Up,Electrola,73,1
Mixed Emotions,Just For You,Electrola,19,1
Mixed Emotions,Sweetheart - Darlin' - My Deer (Lisa My Love),Electrola,61,1
Mixed Emotions,"You Want Love (Maria, Maria...)",Electrola,42,1
Modern Talking,Atlantis Is Calling (S.O.S. For Love),Hansa,2,1
Modern Talking,Brother Louie,Hansa,18,1
Modern Talking,"Cheri, Cheri Lady",Hansa,30,1
Modern Talking,Geronimo's Cadillac,Hansa,58,1
Modern Talking,Give Me Peace On Earth,Hansa,62,1
Modern Talking,In 100 Years...,Hansa,30,1
Modern Talking,Jet Airliner,Hansa,31,1
Modern Talking,You Can Win If You Want,Hansa,21,1
Modern Talking,"You're My Heart, You're My Soul",Hansa,38,1
Modern Trouble,Fly To Moscow,Chic,58,1
Morrissey,Suedehead,His Master's Voice,33,1
Mory Kante,Tama,Barclay-Metronome,44,1
Mory Kante,Yé ké yé ké,Barclay-Metronome,10,1
Moses P.,Twilight Zone,Logic,48,1
Moti Special,"Cold Days, Hot Nights",Teldec,36,1
Moti Special,Don't Be So Shy,Teldec,67,1
Moti Special,Stop! Girls Go Crazy,Teldec,67,1
Mr. Lee,Get Busy,Jive,99,1
Mr. Mister,Broken Wings,RCA,70,1
Mr. Mister,Is It Love,RCA,54,1
Mr. Mister,Kyrie,RCA,74,1
Munich,Your Turn,Intercord,60,1
Murray Head,One Night In Bangkok,RCA,29,1
Musical Youth,Pass The Dutchie,MCA,34,1
Musical Youth,Youth Of Today,MCA,33,1
Muskelkater,Mich kennt keine Sau,Teldec,100,1
My Mine,Hypnotic Tango,Blow Up,47,1
My Mine,Zorro,Blow Up,68,1
Mysterious Art,Carma - Omen II,CBS,88,1
Mysterious Art,Das Omen (Teil 1),CBS,68,1
M|A|R|R|S,Pump Up The Volume,Rough Trade,71,1
Münchener Freiheit,Bis wir uns wiederseh'n,CBS,19,1
Münchener Freiheit,Es gibt kein nächstes Mal,CBS,45,1
Münchener Freiheit,Herz aus Glas,CBS,39,1
Münchener Freiheit,Ich will dich nochmal,CBS,87,1
Münchener Freiheit,Oh Baby,CBS,54,1
Münchener Freiheit,Ohne dich (schlaf ich heut Nacht nicht ein),CBS,30,1
Münchener Freiheit,So heiß,CBS,50,1
Münchener Freiheit,Tausendmal du,CBS,58,1
Münchener Freiheit,Verlieben verlieren,CBS,98,1
Münchener Freiheit mit dem London Symphony Orchestra,So lang' man Träume noch leben kann,CBS,32,1
Nana Mouskouri,Aber die Liebe bleibt,Carrère,38,1
Nana Mouskouri,Alles was du brauchst ist Liebe,Philips,74,1
Nana Mouskouri,La Provence (du blühendes Land),Philips,37,1
Nana Mouskouri,Liebe lebt...,Philips,45,1
Narada,Divine Emotions,Reprise,52,1
Natalie Cole,Everlasting,Manhattan,43,1
Natalie Cole,Miss You Like Crazy,Manhattan,73,1
Natalie Cole,Pink Cadillac,Columbia,66,1
Nazareth,Dream On,Vertigo,30,1
Neil Diamond,Love On The Rocks,Capitol,75,1
Nena,99 Luftballons,CBS,44,1
Nena,? (Fragezeichen),CBS,17,1
Nena,Feuer und Flamme,CBS,49,1
Nena,Haus der drei Sonnen,CBS,44,1
Nena,"Irgendwie, irgendwo, irgendwann",CBS,19,1
Nena,Lass mich dein Pirat sein,CBS,53,1
Nena,Leuchtturm,CBS,34,1
Nena,Mondsong,CBS,63,1
Nena,Nur geträumt,CBS,59,1
Nena,Rette mich,CBS,74,1
Nena,Wunder gescheh'n,Epic,53,1
Neneh Cherry,Buffalo Stance,Virgin,75,1
Neneh Cherry,Kisses On The Wind,Virgin,54,1
Neneh Cherry,Manchild,Virgin,38,1
Neue Heimat,Ich bau' dir ein Schloß,Metronome,40,1
New Edition,Candy Girl,Metronome,42,1
New Kids On The Block,Hangin' Tough,CBS,90,1
New Kids On The Block,You Got It (The Right Stuff),CBS,96,1
New Order,Blue Monday,Rough Trade,17,1
New Order,Blue Monday 1988,Rough Trade,20,1
New Order,Touched By The Hand Of God,Rough Trade,41,1
New Order,True Faith,Rough Trade,31,1
Nick Kamen,Each Time You Break My Heart,WEA,66,1
Nick Kamen,I Promised Myself,WEA,58,1
Nick Kamen,Loving You Is Sweeter Than Ever,WEA,51,1
Nick Straker Band,A Walk In The Park,Decca,3,25
Nick Straker Band,Don't Come Back,Strand,63,1
Nick Straker Band,Leaving On The Midnight Train,Strand,75,1
Nickerbocker & Biene,Hallo Klaus (i wü nur zruck),Telefunken,65,1
Nicki,I bin a bayrisches Cowgirl,Virgin,47,1
Nicki,I wär am liabsten mit dir ganz alloa,Virgin,62,1
Nicki,Mehr von dir,Virgin,38,1
Nicki,Mei schönster Traum,Virgin,70,1
Nicki,Mit dir des wär mei Leben,Virgin,31,1
Nicki,Samstag Nacht,Virgin,45,1
Nicki,"Servus, mach's guat",Virgin,64,1
Nicki,Wegen dir,Virgin,48,1
Nicki,Wenn d'Sehnsucht brennt,Virgin,60,1
Nicki,Wenn i mit dir tanz,Virgin,50,1
Nicole,Allein in Griechenland,Jupiter,63,1
Nicole,Der alte Mann und das Meer,Jupiter,69,1
Nicole,Ein bißchen Frieden,Jupiter,36,1
Nicole,"Flieg nicht so hoch, mein kleiner Freund",Jupiter,24,1
Nicole,Ich hab' dich doch lieb,Jupiter,17,1
Nicole,Kommst du heut' Nacht,Jupiter-Polydor,72,1
Nicole,Laß mich nicht allein,Jupiter-DG,22,1
Nicole,Papillon,Jupiter,31,1
Nicole,Song For The World,Jupiter-DGG,60,1
Nicole,Und wenn die Nacht kommt,Jupiter-DGG,75,1
Nicole,Wenn die Blumen weinen könnten,Jupiter,67,1
Nicole [Nicole McCloud],Don't You Want My Love,Portrait,54,1
Night Ranger,Sister Christian,Bellaphon,73,1
Nik Kershaw,Dancing Girls,MCA,28,1
Nik Kershaw,Don Quixote,MCA,56,1
Nik Kershaw,I Won't Let The Sun Go Down On Me,MCA,36,1
Nik Kershaw,The Riddle,MCA,26,1
Nik Kershaw,When A Heart Beats,MCA,70,1
Nik Kershaw,Wide Boy,MCA,35,1
Nik Kershaw,Wouldn't It Be Good,MCA,37,1
Nikka Costa feat. Don Costa,(Out Here) On My Own,Ariola,72,1
Niko,Am weißen Strand von Helgoland,Ariola,52,1
Nilsson,Without You,RCA,12,16
Nina Simone,My Baby Just Cares For Me,Zyx,21,1
Nino de Angelo,Atemlos,Polydor,56,1
Nino de Angelo,Doch Tränen wirst du niemals sehen,Polydor-DGG,54,1
Nino de Angelo,"Engel und Teufel, Luisa",Polydor,62,1
Nino de Angelo,Flieger,WEA,51,1
Nino de Angelo,Ich sterbe nicht nochmal,Polydor,41,1
Nino de Angelo,Jenseits von Eden,Polydor,32,1
Nino de Angelo,Samuraj,WEA,48,1
Nino de Angelo,Und ein Engel fliegt in die Nacht,Polydor,63,1
Nino de Angelo,Wir sind Giganten,Polydor,61,1
Nu Shooz,I Can't Wait,Atlantic,53,1
Nu Shooz,Point Of No Return,Atlantic,31,1
O. K.,Okay!,Westside,28,1
OK,Education,Westside,32,1
OMD (Orchestral Manoeuvres In The Dark),(Forever) Live And Die,Virgin,38,1
OMD (Orchestral Manoeuvres In The Dark),Dreaming,Virgin,62,1
OMD (Orchestral Manoeuvres In The Dark),Genetic Engineering,Virgin,48,1
OMD (Orchestral Manoeuvres In The Dark),Locomotion,Virgin,53,1
OMD (Orchestral Manoeuvres In The Dark),Maid Of Orleans (The Waltz Joan Of Arc),Dindisc,47,1
OMD (Orchestral Manoeuvres In The Dark),Secret,Virgin,64,1
OMD (Orchestral Manoeuvres In The Dark),So In Love,Virgin,41,1
OMD (Orchestral Manoeuvres In The Dark),Souvenir,Dindisc,43,1
OMD (Orchestral Manoeuvres In The Dark),Talking Loud And Clear,Virgin,25,1
OMD (Orchestral Manoeuvres In The Dark),Telegraph,Virgin,71,1
Odyssey,Going Back To My Roots,RCA,36,1
Odyssey,Use It Up And Wear It Out,RCA,43,1
Off,Electrica Salsa (Baba Baba),Zyx,28,1
Off,Step By Step,Zyx,43,1
Ofra Haza,Galbi,Teldec,21,1
Ofra Haza,Im nin' alu,Teldec,4,1
Oh Well,Oh Well,8ighty 8ght,92,1
Oh Well,Radar Love,8ighty 8ght,91,1
Oliver Cheatham,Get Down Saturday Night (Get Down In The 90's-Mix),MCA,99,1
Oliver Onions,Lulu,Polydor,65,1
Oliver Onions,Santa Maria,Polydor,35,1
Oliver Simon,Kiss You All Over,Electrola,56,1
Olivia Newton-John,Heart Attack,EMI,51,1
Olivia Newton-John,Magic,Jet,42,1
Olivia Newton-John,Make A Move On Me,EMI,38,1
Olivia Newton-John,Physical,EMI,13,1
Olivia Newton-John,The Rumour,Mercury-Phonogram,36,1
Olivia Newton-John & Electric Light Orchestra,Xanadu,Jet,30,1
Olivia Pascal,Glad All Over,Polydor,67,1
Olsen Brothers,"Marie, Marie",RCA,55,1
Opus,Flyin' High,OK,45,1
Opus,Flyin' High [Live],Polydor,53,1
Opus,Live Is Life,Polydor,25,1
"Oran ""Juice"" Jones",The Rain,DefJam,34,1
Orchester Christian Bruhn,Timm's Thema,WEA,21,1
Original Naabtal Duo,Patrona Bavariae,Ariola,38,1
Original Naabtal Duo,"Schutzengel, bleib bei mir",Ariola,39,1
Orlando Riva Sound,Fire On The Water,Ariola,41,1
Orlando Riva Sound,Indian Reservation,Ariola,17,1
Orlando Riva Sound,O.T.T. (Over The Top),Ariola,68,1
Orphée,La belle et la mort,Teldec,36,1
Ottawan,Crazy Music,Carrère,30,1
