Artist,Title,Label,Peak,Weeks
WestBam,And Party...,Polydor,43,1
Westernhagen,Sexy,WEA,74,1
Westernhagen,Weil ich dich liebe,Warner Bros.,71,1
Wet Wet Wet,Angel Eyes (Home And Away),Precious-Phonogram,71,1
Wet Wet Wet,Sweet Little Mystery,Mercury-Phonogram,60,1
Wet Wet Wet,Sweet Surrender,Mercury-Phonogram,76,1
Wham!,Bad Boys,Epic,58,1
Wham!,Club Fantastic Megamix,Epic,56,1
Wham!,Club Tropicana,Epic,20,1
Wham!,Everything She Wants,Epic,22,1
Wham!,Freedom,Epic,60,1
Wham!,I'm Your Man,Epic,60,1
Wham!,Last Christmas,Epic,54,1
Wham!,The Edge Of Heaven,Epic,68,1
Wham!,Wake Me Up Before You Go-Go,Epic,58,1
Wham!,Wham Rap! (Enjoy What You Do),Epic,54,1
Wham!,Young Guns (Go For It),Epic,53,1
Whitesnake,Here I Go Again,Liberty,69,1
Whitesnake,Here I Go Again [1987],EMI,52,1
Whitney Houston,Didn't We Almost Have It All,Arista,21,1
Whitney Houston,Greatest Love Of All,Arista,56,1
Whitney Houston,How Will I Know,Arista,29,1
Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),Arista,74,1
Whitney Houston,Love Will Save The Day,Arista,39,1
Whitney Houston,One Moment In Time,Arista,58,1
Whitney Houston,Saving All My Love For You,Arista,67,1
Whodini,Magic's Wand,Jive,58,1
Whodini,Rap Machine,Jive,57,1
Whodini,The Haunted House Of Rock,Jive,48,1
Will Downing,A Love Supreme,Island,45,1
Will To Power,Baby I Love Your Way - Free Bird,Epic,52,1
Willem,Wat?,CBS,26,1
William Pitt,City Lights,Jupiter-DGG,58,1
William Pitt,Funny Girl,Jupiter-DGG,71,1
Wilson Pickett,Groove City,EMI,75,1
Wind,Für alle,Jupiter,29,1
Wind,Jeder hat ein Recht auf Liebe,Jupiter-DGG,64,1
Wind,Lass die Sonne in dein Herz,Jupiter-DGG,37,1
Wind,Pina Colada,Jupiter-Polydor,64,1
Wir für Euch,Insel der Liebe,Ariola,73,1
Wolf Maahn,Fieber,EMI,73,1
Wolf Maahn & Unterstützung,Tschernobyl (Das letzte Signal),Chlodwig,30,1
Wolff Gerhard,Also lebe ich,Ariola,74,1
Wolfgang Fierek,"Resi, i hol di mit mei'm Traktor ab",Blow Up,57,1
Wolfgang Niedecken & Complizen,Maat et joot,EMI,53,1
Wolfgang Petry,Der Himmel brennt,Coconut,44,1
Wolfgang Petry,Ganz oder gar nicht,Hansa,27,1
Wolfgang Petry,Ich geh' mit dir,Coconut,73,1
Wolfgang Petry,Jessica,Coconut,34,1
Wolfgang Petry,Tu's doch!,Coconut,53,1
Wolfgang Petry,Wahnsinn,Coconut,56,1
Wolfgang Petry,Wenn ich geh',Hansa,30,10
Womack & Womack,Celebrate The World,Island,43,1
Womack & Womack,Life's Just A Ballgame,Island,30,1
Womack & Womack,Teardrops,Island,52,1
Xanadu,Einen Traum für diese Welt,Coconut,75,1
Yazoo,Don't Go,Mute,43,1
Yazoo,Nobody's Diary,Mute,74,1
Yazoo,Only You,Mute,74,1
Yazoo,The Other Side Of Love,Mute,43,1
Yazz,Fine Time,Blow Up,39,1
Yazz,Stand Up For Your Love Rights,Blow Up,70,1
Yazz,Where Has All The Love Gone?,Blow Up,41,1
Yazz And The Plastic Population,The Only Way Is Up,Blow Up,51,1
Yello,Blazing Saddles,Mercury-Phonogram,82,1
Yello,Call It Love,Vertigo-Phonogram,35,1
Yello,Desire,Vertigo,70,1
Yello,Goldrush,Vertigo-Phonogram,72,1
Yello,Lost Again,Vertigo,39,1
Yello,Of Course I'm Lying,Mercury-Phonogram,48,1
Yello,Oh Yeah,Mercury-Phonogram,62,1
Yello,The Race,Fontana-Phonogram,52,1
Yello,Tied Up,Mercury-Phonogram,41,1
Yello,Vicious Games,Vertigo,38,1
Yello & Shirley Bassey,The Rhythm Divine,Mercury-Phonogram,52,1
Yes,Owner Of A Lonely Heart,Atco,28,1
ZZ Top,Sleeping Bag,Warner Bros.,50,1
ZZ Top,Velcro Fly,Warner Bros.,72,1
ZaZa,Caprifischer,Blow Up,63,1
ZaZa,Zauberstab,Blow Up,37,1
a-ha,Cry Wolf,Warner Bros.,26,1
a-ha,Hunting High And Low,Warner Bros.,25,1
a-ha,I've Been Losing You,Warner Bros.,68,1
a-ha,Manhattan Skyline,Warner Bros.,41,1
a-ha,Stay On These Roads,Warner Bros.,75,1
a-ha,Take On Me,Warner Bros.,60,1
a-ha,The Blood That Moves The Body,Warner Bros.,29,1
a-ha,The Living Daylights,Warner Bros.,39,1
a-ha,The Sun Always Shines On T.V.,Warner Bros.,45,1
a-ha,Touchy!,Warner Bros.,20,1
a-ha,Train Of Thought,Warner Bros.,59,1
a-ha,You Are The One,Warner Bros.,34,1
h2O [1980s],I Dream To Sleep,RCA,75,1
À La Carte,Ahé Tamouré,Coconut,62,1
À La Carte,Do Wah Diddy Diddy,Hansa Int.,67,1
À La Carte,"Doctor, Doctor (Help Me Please)",Hansa Int.,71,1
À La Carte,Have You Forgotten (Wolga Song),Coconut,58,1
À La Carte,In The Summer Sun Of Greece,Coconut,74,1
À La Carte,"Ring Me, Honey",Hansa Int.,47,1
À La Carte,River Blue,Coconut,58,1
À La Carte,Viva Torero,Coconut,29,1
À La Carte,You Get Me On The Run,Coconut,41,1
